"Box","Band_no","Species","Mass","Notes"
"C04",12109749,"Sacred Ibis",2.0282,
"C04",12109740,"Sacred Ibis",2.0364,
"C04",12109779,"Sacred Ibis",2.0387,
"C04",12109731,"Sacred Ibis",2.0273,
"C04",12109718,"Sacred Ibis",2.0306,
"C04",12109741,"Sacred Ibis",2.0337,
"C04",12047857,"Sacred Ibis",1.6743,
"C04",12052434,"Sacred Ibis",2.0459,
"C04",12109275,"Sacred Ibis",1.9858,
"C04",12130371,"Sacred Ibis",4.479,
"C04",12115136,"Sacred Ibis",4.1995,
"C04",12114402,"Sacred Ibis",4.1237,
"C04",12114042,"Sacred Ibis",4.3125,
"C04",12114284,"Sacred Ibis",4.2706,
"C04",12114252,"Sacred Ibis",4.2732,
"C04",12052472,"Sacred Ibis",2.0928,
"C04",12114255,"Sacred Ibis",4.3831,
"C04",12114021,"Sacred Ibis",4.3016,
"C04",12113232,"Sacred Ibis",4.1788,
"C04",12113913,"Sacred Ibis",4.279,
"C04",12109379,"Sacred Ibis",1.9848,
"C04",12109654,"Sacred Ibis",2.0011,
"C04",12046526,"Sacred Ibis",1.9472,
"C04",12120617,"Australian Shelduck",2.1873,
"C04",12130609,"Australian Shelduck",4.436,
"C04",12130596,"Australian Shelduck",4.4749,
"C04",12133631,"Australian Shelduck",4.5564,
"C04",12133782,"Australian Shelduck",4.5379,
"C04",12130644,"Australian Shelduck",4.3947,
"C04",12130576,"Australian Shelduck",4.3863,
"C04",12107039,"Australian Shelduck",2.0496,
"C04",12136154,"Australian Shelduck",4.2165,
"C04",12107044,"Australian Shelduck",1.7733,
"C04",12130562,"Australian Shelduck",4.4364,
"C04",12107106,"Australian Shelduck",1.8753,
"C04",12117347,"Australian Shelduck",4.3515,
"C04",12117272,"Australian Shelduck",4.3621,
"C04",12117285,"Australian Shelduck",4.3457,
"C04",12117279,"Australian Shelduck",4.3753,
"C04",12117288,"Australian Shelduck",4.3478,
"C04",12114971,"Australian Shelduck",4.5596,
"C04",12120598,"Australian Shelduck",2.2674,
"C04",12016268,"Australian Shelduck",1.7674,
"C04",12016277,"Australian Shelduck",1.76,
"C04",12120601,"Australian Shelduck",2.2883,
"C04",12016300,"Australian Shelduck",1.7817,
"C04",12120593,"Australian Shelduck",2.2808,
"C04",12120574,"Australian Shelduck",2.1136,
"C04",12016297,"Australian Shelduck",1.6404,
"C04",12117296,"Australian Shelduck",4.2857,
"C04",12016227,"Australian Shelduck",1.6272,
"C04",12130626,"Australian Shelduck",4.4906,
"C04",11088692,"Pacific Black Duck",3.4824,
"C04",11102344,"Pacific Black Duck",3.4954,
"C04",11021156,"Pacific Black Duck",1.3483,
"C04",11022120,"Pacific Black Duck",1.536,
"C04",11022198,"Pacific Black Duck",1.5157,
"C04",11042372,"Pacific Black Duck",1.511,
"C04",11021178,"Pacific Black Duck",1.3604,
"C04",11042360,"Pacific Black Duck",1.5305,
"C04",11055551,"Pacific Black Duck",1.3224,
"C04",11023458,"Pacific Black Duck",1.5159,
"C04",11023466,"Pacific Black Duck",1.5195,
"C04",11055490,"Pacific Black Duck",1.2884,
"C04",11024212,"Pacific Black Duck",1.2417,
"C04",11023523,"Pacific Black Duck",1.4913,
"C04",11021211,"Pacific Black Duck",1.4866,
"C04",11021198,"Pacific Black Duck",1.4964,
"C04",11022062,"Pacific Black Duck",1.4725,
"C04",11024206,"Pacific Black Duck",1.3954,
"C04",11055339,"Pacific Black Duck",1.4195,
"C04",11042376,"Pacific Black Duck",1.4126,
"C04",11055450,"Pacific Black Duck",1.3458,
"C04",11021257,"Pacific Black Duck",1.4888,
"C04",11023502,"Pacific Black Duck",1.503,
"C04",11023514,"Pacific Black Duck",1.4507,
"C04",11022052,"Pacific Black Duck",1.3636,
"C04",11022195,"Pacific Black Duck",1.4812,
"C04",11022115,"Pacific Black Duck",1.5357,
"C04",11102339,"Pacific Black Duck",3.4803,
"C04",11055475,"Pacific Black Duck",1.4741,
"C04",11042371,"Pacific Black Duck",1.4931,
"C04",11080079,"Pacific Black Duck",3.3866,
"C04",11042359,"Pacific Black Duck",1.5159,
"C04",11021112,"Pacific Black Duck",1.4835,
"C04",11055406,"Pacific Black Duck",1.2917,
"C04",11022044,"Pacific Black Duck",1.4988,
"C04",11024233,"Pacific Black Duck",1.47,
"C04",11021042,"Pacific Black Duck",1.4369,
"C04",11056712,"Pacific Black Duck",1.4388,
"C04",11055444,"Pacific Black Duck",1.4219,
"C04",11006348,"Pacific Black Duck",1.4635,
"C04",11042347,"Pacific Black Duck",1.5222,
"C04",11006229,"Pacific Black Duck",1.3094,
"C04",11024203,"Pacific Black Duck",1.5073,
"C04",11055548,"Pacific Black Duck",1.2772,
"C04",11108823,"Pacific Black Duck",3.5744,
"C04",11109445,"Pacific Black Duck",3.3375,
"C04",11060853,"Pacific Black Duck",1.1949,
"C04",11030471,"Pacific Black Duck",1.2802,
"C04",11113641,"Pacific Black Duck",3.5625,
"C04",11109037,"Pacific Black Duck",3.3515,
"C04",11111605,"Pacific Black Duck",3.5532,
"C04",11111822,"Pacific Black Duck",3.4997,
"C04",11101405,"Pacific Black Duck",3.5451,
"C04",11111072,"Pacific Black Duck",3.5226,
"C04",11109448,"Pacific Black Duck",3.3261,
"C04",11021303,"Pacific Black Duck",1.2102,
"C04",11120959,"Pacific Black Duck",3.555,
"C04",11109619,"Pacific Black Duck",3.4463,
"C04",09128575,"Grey Teal",2.2181,
"C04",09085750,"Grey Teal",0.5328,
"C04",09125778,"Grey Teal",2.1803,
"C04",09038512,"Grey Teal",0.6083,
"C04",09125764,"Grey Teal",2.1815,
"C04",09038675,"Grey Teal",0.5202,
"C04",09125687,"Grey Teal",2.1623,
"C04",09031042,"Grey Teal",0.5864,
"C04",00905351,"Grey Teal",0.6874,
"C04",09053077,"Grey Teal",0.4194,
"C04",09053146,"Grey Teal",0.5584,
"C04",09127812,"Grey Teal",2.1698,
"C04",09127805,"Grey Teal",2.1736,
"C04",09127817,"Grey Teal",2.1724,
"C04",09127821,"Grey Teal",2.1733,
"C04",09053363,"Grey Teal",0.7259,
"C04",09053197,"Grey Teal",0.7029,
"C04",09031416,"Grey Teal",0.536,
"C04",09053479,"Grey Teal",0.7085,
"C04",09053281,"Grey Teal",0.7038,
"C04",09125748,"Grey Teal",2.1756,
"C04",09127722,"Grey Teal",2.1768,
"C04",09125604,"Grey Teal",2.1762,
"C04",09127771,"Grey Teal",2.1571,
"C04",09053028,"Grey Teal",0.6739,
"C04",09053122,"Grey Teal",0.7138,
"C04",09086379,"Grey Teal",0.5254,
"C04",09123574,"Grey Teal",2.1515,
"C04",09086394,"Grey Teal",0.6417,
"C04",09053190,"Grey Teal",0.7352,
"C04",09031492,"Grey Teal",0.7129,
"C04",09136056,"Grey Teal",2.1794,
"C04",09086026,"Grey Teal",0.5779,
"C04",09052620,"Grey Teal",0.5771,
"C04",09038503,"Grey Teal",0.5995,
"C04",09031119,"Grey Teal",0.6452,
"C04",09053138,"Grey Teal",0.7378,
"C04",09038696,"Grey Teal",0.5361,
"C04",09038657,"Grey Teal",0.654,
"C04",09086420,"Grey Teal",0.6067,
"C04",09086495,"Grey Teal",0.7154,
"C04",09031055,"Grey Teal",0.6608,
"C04",09089427,"Grey Teal",0.6612,
"C04",09053099,"Grey Teal",0.3932,
"C04",09127859,"Grey Teal",2.1785,
"C04",09125640,"Grey Teal",2.1553,
"C04",09127702,"Grey Teal",2.164,
"C04",09053022,"Grey Teal",0.4781,
"C04",11109949,"Grey Teal",3.471,
"C04",10078011,"Grey Teal",0.8532,
"C04",10078013,"Grey Teal",0.8514,
"C04",10078027,"Grey Teal",0.8563,
"C04",10078012,"Grey Teal",0.852,
"C04",09103285,"Grey Teal",2.2853,
"C04",09085913,"Grey Teal",0.7087,
"C04",09085697,"Grey Teal",0.6883,
"C04",09085677,"Grey Teal",0.6644,
"C04",09033532,"Grey Teal",0.7425,
"C04",09031234,"Grey Teal",0.7045,
"C04",09085790,"Grey Teal",0.6879,
"C04",09085675,"Grey Teal",0.6888,
"C04",09085647,"Grey Teal",0.7165,
"C04",09085546,"Grey Teal",0.6991,
"C04",09064654,"Grey Teal",0.7168,
"C04",09086020,"Grey Teal",0.6983,
"C04",09085880,"Grey Teal",0.7171,
"C04",09085978,"Grey Teal",0.7157,
"C04",09107358,"Grey Teal",2.2186,
"C04",09085757,"Grey Teal",0.7069,
"C04",09085771,"Grey Teal",0.7085,
"C04",09086009,"Grey Teal",0.7153,
"C04",09085574,"Grey Teal",0.7059,
"C04",09085618,"Grey Teal",0.7083,
"C04",09085796,"Grey Teal",0.7157,
"C04",09085626,"Grey Teal",0.7022,
"C04",09123584,"Grey Teal",2.1456,
"C04",09079449,"Grey Teal",0.692,
"C04",10082291,"Grey Teal",2.4111,
"C04",09033514,"Grey Teal",0.7461,
"C04",09109943,"Grey Teal",2.2597,
"C04",09109931,"Grey Teal",2.2499,
"C04",09038504,"Grey Teal",0.6811,
"C04",09038514,"Grey Teal",0.6659,
"C04",09086252,"Grey Teal",0.5852,
"C04",09033512,"Grey Teal",0.703,
"C04",09038641,"Grey Teal",0.5653,
"C04",09089494,"Grey Teal",0.6379,
"C04",09031445,"Grey Teal",0.6581,
"C04",09038629,"Grey Teal",0.6957,
"C04",09086463,"Grey Teal",0.7065,
"C04",09085863,"Grey Teal",0.5325,
"C04",09038554,"Grey Teal",0.6157,
"C04",09086069,"Grey Teal",0.6984,
"C04",09058910,"Grey Teal",0.5904,
"C04",09086458,"Grey Teal",0.7174,
"C04",09086064,"Grey Teal",0.6998,
"C04",09086110,"Grey Teal",0.6116,
"C04",09085558,"Grey Teal",0.6356,
"C04",09038556,"Grey Teal",0.7211,
"C04",09086136,"Grey Teal",0.7107,
"C04",09086468,"Grey Teal",0.7174,
"C04",09089422,"Grey Teal",0.6943,
"C04",09089446,"Grey Teal",0.7142,
"C04",09089401,"Grey Teal",0.6858,
"C04",09064659,"Grey Teal",0.6803,
"C04",11055213,"Pacific Black Duck",1.4749,
"C04",11022123,"Pacific Black Duck",1.2652,
"C04",11055255,"Pacific Black Duck",1.4602,
"C04",11103191,"Pacific Black Duck",3.482,
"C04",11107497,"Pacific Black Duck",3.5244,
"C04",11159451,"Pacific Black Duck",1.3359,
"C04",11110541,"Pacific Black Duck",3.4029,
"C04",11107472,"Pacific Black Duck",3.5555,
"C04",11109398,"Pacific Black Duck",3.3808,
"C04",11056702,"Pacific Black Duck",1.4908,
"C04",11055371,"Pacific Black Duck",1.4727,
"C04",11109060,"Pacific Black Duck",3.3969,
"C04",11055251,"Pacific Black Duck",1.4356,
"C04",11117947,"Pacific Black Duck",3.5511,
"C04",11118006,"Pacific Black Duck",3.4846,
"C04",11109021,"Pacific Black Duck",3.3579,
"C04",11029395,"Pacific Black Duck",1.5179,
"C04",11061853,"Pacific Black Duck",1.6289,
"C04",11089854,"Pacific Black Duck",3.5405,
"C04",11044434,"Pacific Black Duck",1.176,
"C04",11042374,"Pacific Black Duck",1.4107,
"C04",11022172,"Pacific Black Duck",1.455,
"C04",11059417,"Pacific Black Duck",1.4871,
"C04",11022041,"Pacific Black Duck",1.5009,
"C04",11006241,"Pacific Black Duck",1.4551,
"C04",11051424,"Pacific Black Duck",1.4516,
"C04",11103190,"Pacific Black Duck",3.5045,
"C04",11022107,"Pacific Black Duck",1.442,
"C04",11105270,"Pacific Black Duck",3.5868,
"C04",11022170,"Pacific Black Duck",1.4637,
"C04",11022058,"Pacific Black Duck",1.4109,
"C04",11021280,"Pacific Black Duck",1.3858,
"C04",11048611,"Pacific Black Duck",1.558,
"C04",11021323,"Pacific Black Duck",1.3022,
"C04",11021212,"Pacific Black Duck",1.2805,
"C04",11043407,"Pacific Black Duck",1.4626,
"C04",11109054,"Pacific Black Duck",3.4248,
"C04",11109390,"Pacific Black Duck",3.4036,
"C04",11109012,"Pacific Black Duck",3.427,
"C04",11022156,"Pacific Black Duck",1.2653,
"C04",11066105,"Pacific Black Duck",1.6955,
"C04",11104708,"Pacific Black Duck",3.6352,
"C04",11021069,"Pacific Black Duck",1.4389,
"C04",11023460,"Pacific Black Duck",1.1736,
"C04",11110549,"Pacific Black Duck",3.4129,
"C04",12110473,"Grey Goshawk",4.4841,
"C04",27001491,"Grey Goshawk",4.0841,
"C04",10084779,"Grey goshawk",2.6631,
"C04",12130805,"Grey Goshawk",4.4645,
"C04",11109875,"Marsh Harrier",3.4402,
"C04",01098531,"Marsh Harrier",3.4533,
"C04",11105971,"Marsh Harrier",3.6259,
"C04",11107042,"Marsh Harrier",3.6094,
"C04",11098522,"Marsh Harrier",3.4572,
"C04",15034941,"Marsh Harrier",6.9189,
"C04",11091790,"Marsh Harrier",3.4402,
"C04",11091665,"Marsh Harrier",3.4378,
"C04",11091766,"Marsh Harrier",3.4358,
"C04",13161371,"Musk Duck",5.1464,
"C04",13156231,"Musk Duck",4.9355,
"C04",10102858,"Brown Goshawk",2.6856,
"C04",10085830,"Brown Goshawk",2.7313,
"C04",09124403,"Brown Goshawk",2.132,
"C04",10096599,"Brown Goshawk",2.5913,
"C04",10096604,"Brown Goshawk",2.6009,
"C04",10096600,"Brown Goshawk",2.5876,
"C04",09115017,"Brown Goshawk",2.2351,
"C04",10098050,"Brown Goshawk",2.5858,
"C04",11109204,"Brown Goshawk",3.4329,
"C04",10098040,"Brown Goshawk",2.5916,
"C04",10096607,"Brown Goshawk",2.698,
"C04",10002071,"Brown Goshawk",0.8612,
"C04",10098455,"Brown Goshawk",2.6009,
"C04",10103713,"Brown Goshawk",2.6687,
"C04",10099601,"Brown Goshawk",2.7067,
"C04",09122331,"Brown Goshawk",2.1551,
"C04",10103750,"Brown Goshawk",2.6879,
"C04",10095870,"Brown Goshawk",2.3975,
"C05",11089082,"Brown Goshawk",3.5838,
"C05",10086372,"Brown Goshawk",2.6026,
"C05",10086559,"Brown Goshawk",2.5904,
"C05",10098032,"Brown Goshawk",2.6013,
"C05",10092358,"Brown Goshawk",2.6544,
"C05",10093409,"Brown Goshawk",2.6598,
"C05",10098027,"Brown Goshawk",2.6072,
"C05",09022471,"Brown Goshawk",0.734,
"C05",10040284,"Brown Goshawk",0.868,
"C05",09113010,"Brown Goshawk",2.24,
"C05",11094727,"Brown Goshawk",3.5496,
"C05",10087970,"Brown Goshawk",2.6388,
"C05",09104044,"Brown Goshawk",2.2447,
"C05",10086484,"Brown Goshawk",2.7335,
"C05",10085313,"Brown Goshawk",2.7339,
"C05",10084509,"Brown Goshawk",2.5798,
"C05",09103295,"Collared Sparrowhawk",2.2707,
"C05",07206211,"Collared Sparrowhawk",0.6092,
"C05",09137651,"Collared Sparrowhawk",2.135,
"C05",15028746,"Wedged-tailed Eagle",6.8159,
"C05",11103212,"Wedged-tailed Eagle",3.5119,
"C05",15005480,"Wedged-tailed Eagle",5.1283,
"C05",15038385,"Wedged-tailed Eagle",6.9245,
"C05",13157103,"Little Eagle",5.0742,
"C05",13045001,"Little Eagle",3.8122,
"C05",13154801,"Little Eagle",5.1386,
"C05",13110760,"Little Eagle",5.0218,
"C05",15034943,"White-bellied Sea-eagle",6.8976,
"C05",11118974,"Peregrine Falcon",3.5411,
"C05",12130238,"Peregrine Falcon",4.4595,
"C05",12110673,"Peregrine Falcon",4.4447,
"C05",11101191,"Peregrine Falcon",3.5422,
"C05",11109558,"Peregrine Falcon",3.3932,
"C05",12127655,"Peregrine Falcon",4.385,
"C05",12114898,"Peregrine Falcon",4.5772,
"C05",11110156,"Peregrine Falcon",3.42,
"C05",27000771,"Peregrine Falcon",4.0435,
"C05",11106219,"Peregrine Falcon",3.6288,
"C05",11106214,"Peregrine Falcon",3.6304,
"C05",27004030,"Peregrine Falcon",4.0009,
"C05",20009713,"Peregrine Falcon",1.2317,
"C05",27003729,"Peregrine Falcon",3.995,
"C05",12114981,"Peregrine Falcon",4.5772,
"C05",11102531,"Peregrine Falcon",3.5217,
"C05",27012332,"Peregrine Falcon",4.0102,
"C05",08261655,"Australian Hobby",0.8681,
"C05",08251607,"Australian Hobby",0.8247,
"C05",09116853,"Australian Hobby",2.2314,
"C05",08248844,"Australian Hobby",0.8301,
"C05",08240819,"Australian Hobby",0.7557,
"C05",10095243,"Black-shouldered Kite",2.4046,
"C05",11030025,"Whistling Kite",1.5393,
"C05",11092201,"Whistling Kite",3.5105,
"C05",11001786,"Whistling Kite",1.5146,
"C05",11085751,"Whistling Kite",3.5277,
"C05",10081507,"Whistling Kite",2.5862,
"C05",11090929,"Whistling Kite",3.3749,
"C05",11092387,"Whistling Kite",3.6136,
"C05",28012552,"Osprey",5.732,
"C05",28012567,"Osprey",5.7838,
"C05",28006221,"Osprey",5.7873,
"C05",28012647,"Osprey",5.7595,
